Longitude;Latitude
-80.111897;26.138088
-80.251407;26.093099
-81.763972;26.124534
-81.686971;26.112006
-81.746118;26.138561
-80.239178;26.120946
-80.129402;26.100494
-81.941317;38.448992
-81.748017;38.340854
-77.513064;38.308333
-77.527863;38.243926
-77.566427;38.749751
-77.480713;38.303915
-77.501609;38.231946
-77.522111;38.292739
-82.653026;38.486667
-81.676837;38.342039
-77.792113;38.728068
-82.646468;38.464399
-77.511581;38.299143
-79.065158;35.880157
-78.650997;35.898503
-78.784241;35.911639
-78.713463;35.895592
-78.922857;35.915856
-78.631458;35.888743
-78.707387;35.859652
-78.950777;35.085455
-80.941741;35.129621
-78.878782;35.10662
-80.876118;35.16393
-80.712357;35.132124
-80.73783;35.139138
-80.881327;35.107217
-80.866568;35.088445
-78.153543;39.08464
-78.175441;39.154741
-78.517232;38.86777
-77.451372;38.852516
-77.706522;39.136591
-77.98817;39.45397
-78.203069;39.080773
-77.502079;39.036189
-77.755629;39.654401
-78.169412;39.178331
-78.169932;39.160536
-77.547457;38.939119
-77.480187;39.044318
-77.713809;39.637513
-78.845639;39.636998
-77.508572;39.026549
-82.428105;28.054567
-82.644903;28.032582
-82.7263;28.028836
-82.646042;28.032983
-82.504188;28.0497
-81.955229;28.046498
-80.6588;28.078708
-80.621428;28.077676
-79.054401;35.924052
-78.539166;35.983444
-78.957144;35.922322
-78.534204;35.987131
-78.922021;36.009775
-80.302791;36.062481
-78.945969;36.019146
-78.954279;35.960808
-79.267582;36.062489
-78.997072;35.953259
-78.455721;35.924679
-79.803036;36.021185
-80.262583;36.003573
-80.170961;33.020193
-80.889422;33.526327
-82.032079;33.510576
-82.116564;33.521104
-78.991497;33.602365
-80.03848;32.935523
-81.713975;33.513135
-81.959752;33.511931
-80.680475;32.922631
-80.039524;33.001663
-79.047712;33.550807
-81.036712;33.295462
-80.691297;35.211701
-80.843574;35.201098
-80.875363;35.189699
-80.845606;35.202684
-82.238588;35.208615
-81.33966;28.659501
-80.82296;28.615289
-81.322149;28.64499
-81.267659;28.64778
-81.232024;28.644574
-81.240282;28.655294
-81.320898;28.601388
-81.281336;28.611379
-81.36363;28.624417
-81.42981;28.61116
-81.805299;36.168457
-82.498541;36.48177
-81.187247;36.15049
-82.166921;36.369164
-81.663734;36.219546
-81.179917;36.148691
-81.805299;36.168457
-80.626617;36.500176
-80.349137;36.284124
-81.864879;36.153256
-82.395805;36.358996
-79.797784;36.133002
-78.976327;36.407817
-79.397406;36.626266
-79.426475;36.594882
-80.299241;36.143672
-78.435639;36.332937
-78.59546;36.322412
-78.429624;36.335981
-82.322688;27.939021
-82.833826;27.880342
-82.316114;27.923127
-82.787515;27.942711
-82.7975;27.916662
-82.222683;27.877096
-82.784235;27.894507
-82.798192;27.9167
-80.522978;27.8865
-82.787648;27.931649
-80.159398;26.317689
-80.203663;26.369513
-80.097921;26.394274
-80.136503;26.357448
-80.091034;26.31511
-81.807484;26.350011
-81.807484;26.350011
-80.091302;26.34139
-80.076986;26.369871
-81.322464;29.812309
-81.533533;30.05907
-81.269102;29.816918
-81.251042;29.54893
-81.057763;29.239098
-81.146243;29.47656
-81.111069;29.258546
-81.179584;29.475672
-81.076504;29.262681
-82.389066;29.674188
-82.354766;29.637888
-81.322526;29.816642
-82.382506;29.619302
-81.041417;29.206152
-81.147673;29.402057
-81.213685;29.575177
-81.645607;29.649837
-81.299219;29.891396
-82.378632;29.62154
-81.322829;29.852135
-80.163154;25.69659
-80.283472;25.311981
-80.415682;25.626312
-80.401761;25.685656
-80.369196;25.701063
-80.363075;25.58561
-81.797798;24.549101
-80.46398;25.479435
-80.422437;25.113576
-81.769818;24.567026
-80.333753;25.644316
-80.444068;25.672778
-80.339987;25.648866
-80.366089;25.685288
-80.456521;25.684125
-80.163473;25.699307
-81.759565;24.571727
-80.42225;25.685264
-80.33545;25.702154
-81.780344;24.554807
-80.399382;25.655707
-81.798632;24.550331
-80.557314;24.971213
-81.402792;28.685552
-81.323639;28.758128
-81.405848;28.68939
-81.418963;28.680913
-81.417114;28.665496
-81.402792;28.685552
-81.443401;28.707442
-81.312339;28.674535
-81.868303;28.73419
-82.561159;28.784734
-82.573562;28.795099
-81.285247;28.760546
-80.055632;26.615888
-80.1442;26.6511
-81.940882;26.624642
-81.941039;26.608941
-81.974136;26.611983
-80.245338;26.653954
-80.112497;26.663478
-81.867436;26.60441
-81.941151;26.661298
-80.064302;26.613171
-80.201819;26.617325
-80.06721;26.587102
-80.204927;26.61908
-80.130092;26.599302
-80.14495;26.619116
-80.169326;26.617583
-82.646889;27.848434
-82.395757;27.76373
-80.364616;27.673001
-82.67146;27.71916
-82.752234;27.808065
-82.679373;27.721896
-81.481101;27.515127
-82.499642;27.49671
-82.326505;27.858057
-82.638579;27.797644
-82.753788;27.815999
-80.364286;27.653251
-80.485248;27.837559
-79.043436;35.030452
-80.815755;35.055469
-80.538961;34.993488
-80.815755;35.055469
-80.815755;35.055469
-80.731402;35.08334
-80.534685;34.985342
-80.812904;35.06011
-80.645632;35.047466
-80.991705;35.059624
-81.989336;34.931579
-80.694274;35.08425
-80.984448;35.051392
-80.9678;35.030953
-80.677434;35.069277
-78.346948;34.991584
-80.815755;35.055469
-81.029383;34.971302
-80.392618;25.978646
-80.139373;25.987957
-80.190995;26.010451
-80.277553;25.980703
-80.409156;26.007568
-80.31255;26.027395
-80.182798;25.97387
-80.209199;26.046643
-80.190995;26.010451
-80.293072;26.007696
-80.160002;26.04579
-80.136503;26.033764
-80.374177;25.978679
-80.313722;26.067366
-80.17407;26.047763
-80.391688;26.007771
-80.358031;26.029569
-80.299066;26.022686
-81.744743;30.164467
-81.701089;30.163646
-81.701372;30.175393
-81.75496;30.149099
-82.701246;30.181021
-81.519174;30.21571
-81.519725;30.240842
-82.633962;30.175726
-81.589247;30.114068
-81.553897;30.218502
-81.626206;30.128097
-81.697558;30.247356
-81.51722;30.216002
-79.969238;32.733164
-79.782938;32.879151
-82.957185;32.542338
-81.269365;32.272029
-81.761038;32.437451
-80.037449;32.815278
-82.93553;32.537094
-80.104448;32.916487
-79.929156;32.787207
-79.856425;32.841376
-79.845873;32.816583
-78.647468;35.782071
-78.812125;35.807163
-78.705916;35.82498
-78.677606;35.789925
-78.84914;35.790491
-78.871111;35.785169
-78.68477;35.80122
-81.329639;35.772081
-78.380208;35.794165
-78.783025;35.801874
-78.549753;35.791927
-81.310489;28.520571
-81.310212;28.47384
-82.617805;28.470858
-82.59502;28.496198
-81.4587;28.484536
-81.269022;28.514583
-81.373663;28.4914
-81.481991;28.470763
-82.619406;28.45669
-82.407998;28.541346
-82.286738;28.523081
-81.396897;28.496699
-81.484357;28.516458
-81.237683;28.507972
-81.376255;28.510435
-82.569698;28.523384
-81.635609;30.483875
-81.902935;31.61812
-81.606267;30.785742
-81.315175;31.944734
-82.850528;31.503114
-81.226913;32.0224
-81.11177;32.023734
-81.689773;30.401177
-81.455992;30.639571
-81.67657;30.798514
-81.666039;30.448541
-80.765175;32.158584
